,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
972,2307,연치과의원,0,"경상남도 창원시 진해구 진해대로 762, 2층 (석동, 롯데마트진해점)",민간,2012-04-27,055-544-9075,진해구,석동
973,2308,명성치과의원,0,"경상남도 창원시 진해구 안골로 338, 2층 (용원동, 드림빌딩)",민간,2011-08-09,055-551-2801,진해구,
974,2309,서울경희치과의원,0,"경상남도 창원시 진해구 안골로 339, 202호 (용원동, 코아루아파트)",민간,2011-08-02,055-543-2275,진해구,
975,2310,우치과의원,0,경상남도 창원시 진해구 충장로 91 (여좌동),민간,2011-07-29,055-547-4303,진해구,여좌동
976,2311,한마음치과의원,0,경상남도 창원시 진해구 충장로 351 (경화동),민간,2011-07-28,055-545-1875,진해구,경화동
977,2312,미소가득치과의원,0,"경상남도 창원시 진해구 냉천로 83, 4층 401, 403호 (석동, 석동메디티칼빌딩)",민간,2010-10-27,055-551-2803,진해구,석동
978,2313,우리치과의원,0,"경상남도 창원시 진해구 냉천로 87 (석동, Y-ZONE빌딩 201)",민간,2010-07-28,055-541-2875,진해구,석동
979,2314,진해웰치과의원,0,"경상남도 창원시 진해구 용원로7번길 9, 401호 (용원동, 서정빌딩)",민간,2010-01-15,055-547-2335,진해구,
980,2315,진해치과의원,0,경상남도 창원시 진해구 충장로 126 (충무동),민간,2009-02-06,055-547-5997,진해구,충무동
981,2316,뉴욕콜롬비아치과의원,0,경상남도 창원시 진해구 충장로 127 (여좌동),민간,2009-01-07,055-544-2875,진해구,여좌동
982,2317,진해어린이치과의원,0,"경상남도 창원시 진해구 해원로 34, 401호 (이동, 예일빌딩)",민간,2008-08-14,055-545-7512,진해구,이동
983,2318,기분좋은치과의원,0,"경상남도 창원시 진해구 해원로 45, 2층 207호 (석동, 우림필유)",민간,2008-05-23,055-552-2804,진해구,석동
984,2319,한이태치과의원,0,"경상남도 창원시 진해구 냉천로 91, 3층 (석동, 벚꽃메디칼상가)",민간,2006-07-23,055-541-2275,진해구,석동
985,2320,부민치과의원,0,경상남도 창원시 진해구 충장로 129 (여좌동),민간,2006-07-04,055-546-1097,진해구,여좌동
986,2321,이사랑치과의원,0,"경상남도 창원시 진해구 풍호로 5, 301호 (풍호동, 풍산빌딩)",민간,2006-05-08,055-547-2828,진해구,풍호동
987,2322,광민치과의원,0,"경상남도 창원시 진해구 웅동로 72, 204호 (마천동, 남명프라자)",민간,2006-04-24,055-544-0075,진해구,
988,2323,정부부치과의원,0,"경상남도 창원시 진해구 안골로 336, 5층 502호 (용원동, 용원메디칼)",민간,2006-04-21,055-552-0770,진해구,
989,2324,진해센텀치과의원,0,경상남도 창원시 진해구 충장로 128-1 (충무동),민간,2006-04-05,055-544-2804,진해구,충무동
990,2325,행복한치과의원,0,경상남도 창원시 진해구 냉천로 107 (석동),민간,2005-04-04,055-542-2879,진해구,석동
991,2326,하나치과의원,0,"경상남도 창원시 진해구 안골로 344, 201호 (용원동, 용원마이다스빌딩)",민간,2004-09-03,055-544-1900,진해구,
992,2327,현대치과의원,0,"경상남도 창원시 진해구 풍호로 11, 3층 (풍호동, 신세계빌딩)",민간,2004-04-19,055-544-0185,진해구,풍호동
993,2328,참조은치과의원,0,"경상남도 창원시 진해구 냉천로 83, 2층 202호 (석동, 석동메티칼빌딩)",민간,2003-05-01,055-543-7528,진해구,석동
994,2329,아름치과의원,0,"경상남도 창원시 진해구 용원로 9, 3층 307호 (용원동, 엠파이어상가)",민간,2003-02-20,055-552-6121,진해구,
995,2330,용원치과의원,0,"경상남도 창원시 진해구 안청북로 33, 202호 (청안동, 풍림아파트상가)",민간,2002-07-12,055-552-8890,진해구,
996,2331,하얀미소치과의원,0,"경상남도 창원시 진해구 용원로 31, 501호 (용원동, 용원복지회관)",민간,2002-04-20,055-552-7528,진해구,
997,2332,성훈치과의원,0,"경상남도 창원시 진해구 충장로 134, 2층 (충무동, 김약국)",민간,2000-02-24,055-545-2897,진해구,충무동
998,2333,하얀치과의원,0,경상남도 창원시 진해구 충장로 425 (이동),민간,1999-03-09,055-551-2875,진해구,이동
999,2334,애플치과의원,0,"경상남도 창원시 진해구 진해대로776번길 31, 2층 201호 (이동, 일루스빌)",민간,1998-05-07,055-545-5495,진해구,이동
1000,2335,공진철치과의원,0,"경상남도 창원시 진해구 충장로657번길 20 (장천동, 현대빌딩 5층(502, 503호))",민간,1998-04-29,055-547-2875,진해구,
1001,2336,김묵세치과의원,0,경상남도 창원시 진해구 충장로122-1 (충무동),민간,1995-04-25,055-544-2446,진해구,충무동
1002,2337,오병호치과의원,0,"경상남도 창원시 진해구 충장로 133, 5층 (여좌동, 진해메디칼센타)",민간,1990-05-01,055-544-2876,진해구,여좌동
1003,2338,허영돈치과의원,0,"경상남도 창원시 진해구 충장로 130, 4층 (충무동)",민간,1986-05-19,055-546-4459,진해구,충무동
1004,2339,수정치과의원,0,경상남도 창원시 진해구 벚꽃로 53 (송학동),민간,1985-02-09,055-542-5766,진해구,
1005,2340,김봉환치과의원,0,"경상남도 창원시 진해구 충장로 325 (경화동, 한빛프라자 208호)",민간,1984-09-26,055-546-3315,진해구,경화동
1006,2341,서울성모치과의원,0,"경상남도 창원시 진해구 행암로12, 장천동MS빌딩",민간,2021-04-05,055-547-2879,진해구,
1007,2930,수강한의원,0,"경상남도 창원시 의창구 읍성로 45, 2층 (중동)",개인,2020-10-07,055-293-1075,의창구,
1008,2931,금송한의원,0,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4018, 4019호 (중동)",개인,2020-07-13,055-255-9312,의창구,
1009,2932,경희리(Lee)한의원,0,"경상남도 창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 509호 (상남동)",개인,2020-05-18,055-263-2292,성산구,상남동
1010,2933,1075한의원,0,"경상남도 창원시 성산구 완암로 50, 테크동 1115호 (성산동)",개인,2020-03-23,055-262-1075,성산구,
1011,2934,윤슬한의원,0,"경상남도 창원시 의창구 원이대로 320, 더시티세븐 T동 703호 (대원동)",개인,2019-12-06,055-600-5355,의창구,
1012,2935,무동부부한의원,0,"경상남도 창원시 의창구 북면 무동로226번길 6-30, 한울빌딩 1층 102,103호",개인,2019-07-01,055-299-7633,의창구,북면
1013,2936,신월한의원,0,"경상남도 창원시 의창구 상남로192번길 41-3, 토우빌딩 1층 (신월동)",개인,2019-05-16,055-289-7553,의창구,
1014,2937,신미재한의원,0,경상남도 창원시 의창구 동읍 용정길46번길 43,개인,2018-08-03,055-255-3372,의창구,동읍
1015,2938,폴리한의원,0,"경상남도 창원시 성산구 상남로 107, 상남 큐비 메종드테라스 201,202호 (상남동)",개인,2018-06-26,055-283-1300,성산구,상남동
1016,2939,반림코숨한의원,0,"경상남도 창원시 성산구 반송로 148-6, 미건빌딩 3층 301호 (반림동)",개인,2018-03-19,055-253-7208,성산구,
1017,2940,보강한의원,0,"경상남도 창원시 성산구 창이대로881번길 9, 3층 301호 (대방동)",개인,2017-11-20,055-261-5187,성산구,
1018,2941,손한의원,0,"경상남도 창원시 의창구 평산로207번길 4, 5층 507호 (서상동)",개인,2017-10-10,055-253-1212,의창구,
1019,2942,힐링한의원,0,경상남도 창원시 의창구 사림로 107 (봉곡동),개인,2017-09-14,055-264-1075,의창구,
1020,2943,꿈틀한의원,0,"경상남도 창원시 성산구 삼정자로43번길 8, 4층 (성주동, 성주빌딩)",개인,2017-09-07,055-284-3664,성산구,성주동
1021,2944,반지한의원,0,"경상남도 창원시 성산구 반지로 55, 1층 (반지동)",개인,2017-05-12,055-265-7579,성산구,
1022,2945,다인한의원,0,"경상남도 창원시 성산구 대정로 31-4, 203호 (가음동, 가고파상가)",개인,2017-05-12,055-286-8875,성산구,
1023,2946,박동수한의원,0,"경상남도 창원시 성산구 가음정로43번길 3, 5층 504.505호 (가음동, 가음정빌딩)",개인,2017-05-04,055-283-7574,성산구,
1024,2947,고든몸한의원,0,"경상남도 창원시 성산구 상남로 118, 3층 (상남동, CNN타워)",개인,2017-03-21,055-267-5100,성산구,상남동
1025,2948,코호한의원,0,"경상남도 창원시 성산구 중앙대로100번길 14, 2층 211,212호 (상남동, 스타타워즈오피스텔)",개인,2017-02-28,055-286-7588,성산구,상남동
1026,2949,수성한의원,0,"경상남도 창원시 성산구 신사로 113, 1층 (사파동)",개인,2016-11-09,055-275-7510,성산구,사파동
1027,2950,삼삼한의원,0,"경상남도 창원시 성산구 대암로 247, A402호 (성주동, 더스퀘어)",개인,2016-09-08,055-262-3393,성산구,성주동
1028,2951,해율한의원,0,"경상남도 창원시 성산구 마디미로21번길 17, 7층 701호 (상남동, 상남동피아노빌딩)",개인,2016-07-27,055-715-1638,성산구,상남동
1029,2952,감계명한의원,0,"경상남도 창원시 의창구 북면 감계로 300 (402,403호)",개인,2016-06-10,055-299-0602,의창구,북면
1030,2953,자윤한의원창원점,0,"경상남도 창원시 성산구 원이대로 654, 4층층 402,403,404호 (상남동, 세인프라자)",개인,2016-05-19,055-716-1075,성산구,상남동
1031,2954,경희우진혁한의원,0,"경상남도 창원시 의창구 신월로 9, 1층 (신월동)",개인,2016-03-11,055-275-1090,의창구,
1032,2955,다산미즈한의원,0,"경상남도 창원시 성산구 원이대로 670 (상남동, 삼육빌딩2층)",개인,2016-02-11,055-264-7882,성산구,상남동
1033,2956,현한의원,0,"경상남도 창원시 성산구 대정로 73 (남양동, 성원1차제상가동3층306호)",개인,2016-01-08,055-286-2500,성산구,
1034,2957,바른몸한의원,0,"경상남도 창원시 성산구 토월로 88 (상남동, 1층)",개인,2015-12-31,055-266-1075,성산구,상남동
1035,2958,행복한백세한의원,0,"경상남도 창원시 의창구 도계로60번길 13-22 (도계동, 2층)",개인,2015-12-24,055-288-7531,의창구,
1036,2959,정성한의원,0,"경상남도 창원시 성산구 대정로 135 (대방동, 대방덕산타운210,211호)",개인,2015-12-04,055-282-1712,성산구,
1037,2960,명인당한의원,0,"경상남도 창원시 성산구 중앙대로 123 (중앙동, 롯데마트 4층)",개인,2015-11-19,055-287-8574,성산구,중앙동
1038,2961,생명마루한의원,0,경상남도 창원시 성산구 용지로 49 (중앙동),개인,2015-08-03,055-281-1075,성산구,중앙동
1039,2962,휴한의원,0,"경상남도 창원시 성산구 원이대로 578 (중앙동, 구트병원 4층 401호,402호)",개인,2015-05-27,055-262-4009,성산구,중앙동
1040,2963,동남정한의원,0,경상남도 창원시 성산구 마디미로3번길 10 (상남동),개인,2014-12-18,055-266-9793,성산구,상남동
1041,2964,남양열린한의원,0,경상남도 창원시 성산구 가음로13번길 33 (남양동),개인,2014-08-25,055-287-5082,성산구,
1042,2965,생기한의원,0,경상남도 창원시 성산구 원이대로682번길 14 (상남동),개인,2014-07-08,055-262-1175,성산구,상남동
1043,2966,화동한의원,0,경상남도 창원시 성산구 동산로 122 (상남동),개인,2014-05-14,055-262-0500,성산구,상남동
1044,2967,하늘체한의원,0,"경상남도 창원시 성산구 단정로 13 (상남동, 에이스타워 2층)",개인,2014-04-22,055-274-7581,성산구,상남동
1045,2968,몸그린한의원,0,"경상남도 창원시 의창구 팔용로 429 (팔용동, 팔용프라자 205호)",개인,2014-02-04,055-716-1119,의창구,
1046,2969,현대한의원,0,경상남도 창원시 의창구 대봉로 14 (봉림동),개인,2013-11-12,055-232-5865,의창구,봉림동
1047,2970,민강한의원,0,"경상남도 창원시 의창구 도계로 357-4 (도계동, 중앙상가연립 105호)",개인,2013-07-24,055-288-1075,의창구,
1048,2971,열린한의원,0,경상남도 창원시 의창구 명지로 82-4 (명서동),개인,2013-04-22,055-237-3066,의창구,
1049,2972,손빛한의원,0,"경상남도 창원시 성산구 대암로 80, 성원3차아파트상가 401호 (대방동)",개인,2013-02-06,055-266-6635,성산구,
1050,2973,모아한의원,0,경상남도 창원시 성산구 원이대로863번길 28 (가음동),개인,2012-10-08,055-275-2122,성산구,
1051,2974,바른한의원,0,"경상남도 창원시 성산구 원이대로 646 (상남동, 에이스빌딩 401호)",개인,2012-10-05,055-287-1075,성산구,상남동
1052,2975,정겨운한의원,0,"경상남도 창원시 성산구 토월로 86 (상남동, 1층)",개인,2012-07-02,055-287-6770,성산구,상남동
1053,2976,행복한경희한의원,0,경상남도 창원시 성산구 원이대로473번길 21 (반림동),개인,2012-05-29,055-267-0075,성산구,
1054,2977,후한의원,10,"경상남도 창원시 의창구 원이대로 591, 엑스플러스빌딩 7층,10층 (용호동)",개인,2012-04-25,055-286-9900,의창구,
1055,2978,신상호한의원,0,경상남도 창원시 의창구 동읍 의창대로 854,개인,2012-03-27,055-253-8522,의창구,동읍
1056,2979,북면한의원,0,경상남도 창원시 의창구 북면 신촌본포로 8,개인,2012-03-07,055-294-8350,의창구,북면
1057,2980,해밀한의원,0,"경상남도 창원시 의창구 도계로 57 (도계동, 중앙빌딩 2층 204호)",개인,2011-11-18,055-288-3075,의창구,
1058,2981,하늘마음한의원,0,"경상남도 창원시 성산구 원이대로 668 (상남동, 2층)",개인,2011-10-17,055-287-7975,성산구,상남동
1059,2982,코스비한의원,0,경상남도 창원시 의창구 신사로 69-1 (신월동),개인,2011-07-06,055-286-8888,의창구,
1060,2983,우리한의원,0,경상남도 창원시 성산구 창이대로690번길 4-1 (사파동),개인,2011-06-21,055-261-0177,성산구,사파동
1061,2984,예안한의원,0,"경상남도 창원시 의창구 사림로45번길 1, 2층 (봉곡동, 동진자동차정비)",개인,2011-03-25,055-237-1775,의창구,
1062,2985,발머스한의원,0,"경상남도 창원시 성산구 원이대로 678 (상남동, 901호)",개인,2011-02-17,055-283-7010,성산구,상남동
1063,2986,드림한의원,0,"경상남도 창원시 성산구 동산로65번길 31, 1층 (상남동)",개인,2011-01-31,055-261-7507,성산구,상남동
1064,2987,홍한의원,0,"경상남도 창원시 의창구 소계로 91-1 (소계동, 2층)",개인,2011-01-26,055-256-1240,의창구,
1065,2988,우보한의원,0,"경상남도 창원시 성산구 마디미서로 54 (상남동, 서울아동병원)",개인,2010-07-01,055-261-4740,성산구,상남동
1066,2989,경희송암한의원,0,"경상남도 창원시 의창구 도계로 66 (도계동, 정화빌딩)",개인,2010-06-25,055-273-7188,의창구,
1067,2990,해아림한의원,0,"경상남도 창원시 성산구 마디미동로 25, 비전빌딩 6층 601호 (상남동)",개인,2010-05-31,055-276-1075,성산구,상남동
1068,2991,금한의원,0,"경상남도 창원시 성산구 마디미서로 68 (상남동, 창원시 새마을회관)",개인,2010-04-29,055-285-1075,성산구,상남동
1069,2992,보명한의원,0,"경상남도 창원시 성산구 신촌로 112 (신촌동, 신촌생활문화센터)",개인,2009-06-24,055-264-7975,성산구,
1070,2993,반송한의원,0,"경상남도 창원시 성산구 원이대로473번길 20-3 (반림동, 신협상가)",개인,2009-06-15,055-275-8500,성산구,
1071,2994,토월한의원,0,"경상남도 창원시 성산구 원이대로 672 (상남동, 성인빌딩)",개인,2009-04-10,055-267-8575,성산구,상남동
1072,2995,더웰한의원,0,"경상남도 창원시 성산구 원이대로 666 (상남동, 금강빌딩)",개인,2009-03-05,055-274-1767,성산구,상남동
1073,2996,수영한의원,0,경상남도 창원시 의창구 동읍 동읍로 5,개인,2009-02-04,055-252-2360,의창구,동읍
1074,2997,자연한의원,0,경상남도 창원시 의창구 신월로 25 (신월동),개인,2008-11-27,055-263-7975,의창구,
1075,2998,석현나비솔한의원,0,"경상남도 창원시 성산구 가양로124번길 5-3 (대방동, 경남빌딩4층)",개인,2008-10-15,055-265-7975,성산구,
1076,2999,우리조은한의원,0,경상남도 창원시 의창구 대산면 주남로 553,개인,2008-06-12,055-294-1275,의창구,대산면
1077,3000,이레생한의원,0,"경상남도 창원시 성산구 중앙대로100번길 93 (상남동, 리베라컨벤션 4층)",개인,2008-01-17,055-264-7233,성산구,상남동
1078,3001,해맑은한의원,0,"경상남도 창원시 의창구 소계로 83-5 (소계동, 해맑은한의원)",개인,2007-12-24,055-299-9979,의창구,
1079,3002,미동의보감한의원,0,"경상남도 창원시 성산구 원이대로 676 (상남동, 금탑빌딩)",개인,2007-11-02,055-274-7579,성산구,상남동
1080,3003,본한의원,0,경상남도 창원시 성산구 원이대로473번길 13 (반림동),개인,2007-10-31,055-261-1075,성산구,
1081,3004,행복한나비한의원,0,"경상남도 창원시 성산구 가양로124번길 5-11, 3층 302,303호 (대방동, 골든프라자)",개인,2007-07-19,055-264-1113,성산구,
1082,3005,신영통부부한의원,0,"경상남도 창원시 성산구 용지로133번길 3, 한서빌딩 6층 601호 (중앙동)",개인,2007-06-18,055-274-7533,성산구,중앙동
1083,3006,일맥한의원,0,"경상남도 창원시 성산구 원이대로 654 (상남동, 세인프라자 502호)",개인,2007-03-05,055-282-7975,성산구,상남동
1084,3007,명신부부한의원,0,"경상남도 창원시 의창구 읍성로 78 (소답동, 명신부부한의원)",개인,2006-09-01,055-251-1075,의창구,
1085,3008,느티나무한의원,0,"경상남도 창원시 성산구 가양로136번길 14 (대방동, 대양빌딩)",개인,2006-07-07,055-287-7250,성산구,
1086,3009,코비한의원,0,"경상남도 창원시 의창구 의안로2번길 37, 에은빌딩 4층 (소답동)",개인,2006-03-30,055-287-7585,의창구,
1087,3010,참조은한의원,0,경상남도 창원시 성산구 가음로 82 (가음동),개인,2005-07-29,055-284-2747,성산구,
1088,3011,함소아한의원,0,"경상남도 창원시 성산구 단정로 14 (상남동, 쌍둥이빌딩)",개인,2005-01-29,055-274-1075,성산구,상남동
1089,3012,강한의원,0,"경상남도 창원시 의창구 태복산로15번길 42 (도계동, 진보빌딩)",개인,2004-12-24,055-277-1090,의창구,
1090,3013,참경희한의원,0,"경상남도 창원시 의창구 서상로 71 (서상동, 세경빌딩)",개인,2004-05-01,055-292-0534,의창구,
1091,3014,흥시윤한의원,0,"경상남도 창원시 의창구 읍성로 71, 원창상가 5층 501,502,503호 (소답동)",개인,2004-01-31,055-297-8278,의창구,
1092,3015,튼튼꾸러기한의원,0,"경상남도 창원시 성산구 마디미서로 26 (상남동, 한독빌딩)",개인,2004-01-03,055-266-5759,성산구,상남동
1093,3016,대성한의원,0,"경상남도 창원시 의창구 팔용로 428 (팔용동, 드림피아)",개인,2003-11-17,055-295-8981,의창구,
1094,3017,자향한의원,0,"경상남도 창원시 성산구 용지로 83 (중앙동, SKY서비스센터)",개인,2003-09-04,055-283-1075,성산구,중앙동
1095,3018,도계한의원,0,"경상남도 창원시 의창구 도계로60번길 3 (도계동, 동의부부한의원)",개인,2003-07-15,055-277-1986,의창구,
1096,3019,진산한의원,0,경상남도 창원시 의창구 읍성로33번길 2-1 (북동),개인,2003-06-25,055-299-6922,의창구,
1097,3020,유진한의원,0,"경상남도 창원시 의창구 서상로 37, 1층 101호 (서상동)",개인,2003-04-09,055-222-5475,의창구,
1098,3021,단아안석림한의원,0,경상남도 창원시 성산구 가양로 100 (남양동),개인,2003-04-09,055-275-7575,성산구,
1099,3022,코아한의원,0,"경상남도 창원시 의창구 팔용로443번길 1 (팔용동, 혜성빌딩)",개인,2003-04-01,055-295-1566,의창구,
1100,3023,무궁화한의원,0,"경상남도 창원시 의창구 봉곡로123번길 10, 1층 (봉곡동)",개인,2003-03-20,055-237-5697,의창구,
1101,3024,동양한의원,0,"경상남도 창원시 성산구 원이대로 716 (상남동, 대동메디칼)",개인,2002-05-01,055-274-1275,성산구,상남동
1102,3025,우인한의원,0,"경상남도 창원시 성산구 가양로124번길 23 (대방동, 크리스탈빌딩)",개인,2002-02-26,055-286-8275,성산구,
1103,3026,행복한의원,0,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",개인,2002-02-22,055-2622480,성산구,
1104,3027,청정한의원,0,경상남도 창원시 의창구 용지로239번길 16 (용호동),개인,2001-12-14,055-286-7975,의창구,
1105,3028,우리들한의원,0,경상남도 창원시 의창구 봉곡로124번길 1 (봉곡동),개인,2001-08-17,055-275-3888,의창구,
1106,3029,문한의원,0,"경상남도 창원시 성산구 마디미로73번길 20, 402호 (상남동)",개인,2001-03-13,055-275-4959,성산구,상남동
1107,3030,세종한의원,0,"경상남도 창원시 성산구 동산로 124, 502-1호 (상남동, 성원주상가)",개인,1999-05-31,055-263-5353,성산구,상남동
1108,3031,쾌통한의원,0,"경상남도 창원시 성산구 가양로124번길 17-13, 대방프라자 204호 (대방동)",개인,1999-05-15,055-286-1075,성산구,
1109,3032,동서한의원,0,"경상남도 창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)",개인,1999-05-08,055-275-4525,의창구,
1110,3033,실로암한의원,0,"경상남도 창원시 성산구 원이대로682번길 40, 상남위너스코아 802호 (상남동)",개인,1999-03-18,055-266-5717,성산구,상남동
1111,3034,청산한의원,0,"경상남도 창원시 성산구 용지로 95 (중앙동, 1층)",개인,1999-01-23,055-275-7508,성산구,중앙동
1112,3035,솔백한의원,0,경상남도 창원시 성산구 비음로 45 (사파동),개인,1997-08-08,055-261-2111,성산구,사파동
1113,3036,진웅한의원,0,"경상남도 창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",개인,1995-11-07,055-267-2660,성산구,
1114,3037,씨엠씨창원한의원,0,"경상남도 창원시 성산구 원이대로 716 (상남동, 대동메디칼)",개인,1995-03-20,055-289-8791,성산구,상남동
1115,3038,원광한의원,0,"경상남도 창원시 의창구 팔용로 429 (팔용동, 팔용프라자)",개인,1995-03-08,055-297-7666,의창구,
1116,3039,창원한의원,0,"경상남도 창원시 성산구 상남로 89, 화신상가 1층 1-1,1-2,1-3,1-14,1-22,1-23호 (상남동)",개인,1995-02-08,055-267-4851,성산구,상남동
1117,3040,현산한의원,0,"경상남도 창원시 의창구 원이대로219번길 30-3, 1층 (명서동)",개인,1995-01-09,1666-6942,의창구,
1118,3041,서상진한의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1994-11-15,055-289-7333,성산구,상남동
1119,3042,혜인한의원,0,"경상남도 창원시 성산구 대암로 40-14 (남양동, 동양람세스빌딩)",개인,1994-07-25,055-274-2563,성산구,
1120,3043,홍원당한의원,0,"경상남도 창원시 의창구 봉곡로111번길 8 (봉곡동, 동승빌딩)",개인,1994-03-25,055-265-5484,의창구,
1121,3044,고운한의원,0,경상남도 창원시 의창구 북면 감계로 304 (재생빌딩301호),개인,1994-03-12,055-238-5389,의창구,북면
1122,3045,동인한의원,0,"경상남도 창원시 의창구 읍성로 86, 1층 (소답동)",개인,1993-02-11,055-298-5606,의창구,
1123,3046,박준수한의원,0,"경상남도 창원시 성산구 대정로 138 (대방동, 대방대동아파트)",개인,1993-02-09,055-283-5058,성산구,
1124,3047,자혜한의원,0,"경상남도 창원시 성산구 원이대로682번길 10 (상남동, 하버드)",개인,1992-12-09,055-262-2125,성산구,상남동
1125,3048,제가한의원,0,"경상남도 창원시 의창구 팔용로 438, 404호 (팔용동, 팔용종합상가)",개인,1992-08-19,055-292-2878,의창구,
1126,3049,제일한의원,0,"경상남도 창원시 의창구 반계로 105 (팔용동, 대동중앙아파트)",개인,1992-07-22,055-297-2500,의창구,
1127,3050,장생한의원,0,"경상남도 창원시 의창구 동읍 용잠로 35, 장생한의원",개인,1992-01-10,055-291-7771,의창구,동읍
1128,3051,창덕한의원,0,"경상남도 창원시 의창구 원이대로 283 (봉곡동, 청마상가)",개인,1992-01-07,055-238-2388,의창구,
1129,3052,동방한의원,0,"경상남도 창원시 성산구 창이대로 733 (사파동, 사파동성아파트상가A동 302호)",개인,1991-12-04,055-262-8902,성산구,사파동
1130,3053,성심한의원,0,경상남도 창원시 성산구 원이대로473번길 24 (반림동),개인,1991-11-18,055-263-3232,성산구,
1131,3054,경희대화한의원,0,"경상남도 창원시 의창구 팔용로 438, 402호 (팔용동, 팔용종합상가)",개인,1991-10-25,055-298-4985,의창구,
1132,3055,대동한의원,0,"경상남도 창원시 성산구 동산로 124 (상남동, 성원그랜드쇼핑)",개인,1991-07-18,055-282-1488,성산구,상남동
1133,3056,장수한의원,0,"경상남도 창원시 의창구 읍성로 67 (소답동, 장수한의원)",개인,1991-05-09,055-296-3388,의창구,
1134,3057,성림한의원,0,"경상남도 창원시 의창구 도계로 52 (도계동, 성림한의원)",개인,1991-05-01,055-277-1170,의창구,
1135,3058,경희수한의원,0,"경상남도 창원시 의창구 대원로93번길 6, 창원두대우체국  2층 일부호 (대원동)",개인,1991-01-30,055-273-0808,의창구,
1136,3059,안민한의원,0,"경상남도 창원시 성산구 안민로117번길 9 (안민동, 풍전빌딩)",개인,1990-10-19,055-238-5529,성산구,
1137,3060,오시오한의원,0,"경상남도 창원시 성산구 대정로35번길 10 (가음동, 오시오쇼핑)",개인,1989-11-23,055-282-3834,성산구,
1138,3061,박종철한의원,0,"경상남도 창원시 성산구 원이대로883번길 15-24 (가음동, 가음시장대상가)",개인,1989-11-23,055-289-9087,성산구,
1139,3062,경희감초한의원,0,"경상남도 창원시 의창구 창이대로 199, 무지개상가 (봉곡동)",개인,1989-09-30,055-288-7226,의창구,
1140,3063,인제한의원,0,"경상남도 창원시 성산구 마디미로 2, 미도빌딩 2층 201호 (상남동)",개인,1989-08-29,055-287-2554,성산구,상남동
1141,3064,삼성한의원,0,"경상남도 창원시 의창구 원이대로 663 (신월동, 은아아파트)",개인,1989-08-28,055-281-8805,의창구,
1142,3065,서울한의원,0,"경상남도 창원시 성산구 반송로 144 (반림동, 수영빌딩)",개인,1989-08-11,055-285-8555,성산구,
1143,3066,경희한의원,0,"경상남도 창원시 성산구 동산로 156, 삼익종합상가 2층 20호 (사파동)",개인,1989-04-29,055-281-0030,성산구,사파동
1144,3067,제생당한의원,0,"경상남도 창원시 의창구 원이대로189번길 34 (명서동, 남천상가)",개인,1989-03-25,055-288-4620,의창구,
1145,3068,제민한의원,0,경상남도 창원시 의창구 소계로84번길 4 (소계동),개인,1988-04-29,055-255-3088,의창구,
1146,3069,강남한의원,0,"경상남도 창원시 성산구 단정로 32 (상남동, 한사랑빌딩)",개인,1985-03-26,055-256-2439,성산구,상남동
1147,3070,탁 한의원,0,경상남도 창원시 마산합포구 동서동2길 60 (신포동2가),민간,2021-03-08,055-244-1079,마산합포구,
1148,3071,해민한의원,0,"경상남도 창원시 마산회원구 양덕옛2길 130, 2층 (양덕동)",민간,2020-12-10,055-256-9951,마산회원구,
1149,3072,범한의원,0,"경상남도 창원시 마산합포구 완월남로 10, 1층 (완월동)",민간,2019-04-08,055-715-7888,마산합포구,완월동
1150,3073,한마음한의원,0,"경상남도 창원시 마산회원구 3·15대로 784, 2층 (합성동)",민간,2018-08-10,055-294-1075,마산회원구,
1151,3074,더나은한의원,0,"경상남도 창원시 마산회원구 회원동15길 11, 천지리치빌 3층 305호 (회원동)",민간,2018-06-12,055-601-8676,마산회원구,
1152,3075,미래한의원,0,"경상남도 창원시 마산합포구 합포로 71, 2,3층 (동성동)",민간,2017-12-07,055-248-8017,마산합포구,
1153,3076,약손맥한의원,0,"경상남도 창원시 마산합포구 합포로 29, 2층 (남성동, 제일빌딩)",민간,2017-10-26,055-274-7567,마산합포구,
1154,3077,경희자연한의원,0,"경상남도 창원시 마산회원구 양덕서로 47, 2층 224~227호 (양덕동, 메트로스퀘어5)",민간,2017-05-30,055-603-0077,마산회원구,
1155,3078,열린한의원,0,"경상남도 창원시 마산합포구 3·15대로 196, 2층 (중앙동2가)",민간,2016-12-20,055-222-1090,마산합포구,중앙동
1156,3079,더본한의원,0,"경상남도 창원시 마산합포구 북성로 102, 2층 (상남동)",민간,2016-09-27,055-221-9845,마산합포구,상남동
1157,3080,삼대한의원,0,"경상남도 창원시 마산회원구 내서읍 상곡로 22, 4층 (중앙상가)",민간,2016-09-27,055-231-7565,마산회원구,내서읍
1158,3081,자산몸사랑한의원,0,경상남도 창원시 마산합포구 자산삼거리로 34 (자산동),민간,2016-08-25,055-244-3459,마산합포구,자산동
